1,0.15643001959812378
2,0.10373618292692889
3,0.19402146030065487
4,0.7002996445024908
5,0.268499187766734
6,0.6225592874712356
7,0.7136187494820652
8,0.6833468832332654
9,0.3959689415295805
10,0.38327694162568127
11,0.48609847523291594
12,0.44224859999773597
13,0.46274649617364566
14,0.4678993560305421
15,0.5578842470342713
16,0.5638320291435086
17,0.49517955393575513
18,0.5315116678863283
19,0.40948160575786247
20,0.6235682982496291
1,0.1360614253956093
2,0.0911873541554346
3,0.16408285821280477
4,0.5905129862781299
5,0.2867441409068204
6,0.6344237587470554
7,0.6779050299836185
8,0.5745004351092852
9,0.38715388277811424
10,0.3978361876740211
11,0.5518489877331546
12,0.5139325203870455
13,0.5796127236413177
14,0.5813287120693128
15,0.4881630975324908
16,0.4926701545956204
17,0.5150255579829293
18,0.5390910036965653
19,0.5017529338907079
20,0.4711228025721497
